"last_name, first_name","player_id","year","hit","strikeout","walk","p_earned_run","p_save","p_blown_save","p_out","p_win","p_balk","p_quality_start","p_hit_by_pitch","p_hold","p_total_pickoff"
"Crawford, Brandon",543063,2024,3,0,2,"4","0","0","4","0","0","0","1","0","0"
"O'Loughlin, Jack",672552,2024,13,6,5,"5","0","0","29","0","0","0","0","0","0"
"Duran, Jhoan",661395,2024,48,66,15,"22","23","2","163","6","1","0","6","7","0"
"Nelson, Ryne",669194,2024,155,126,34,"71","1","0","452","10","0","12","5","0","0"
"Myers, Tobias",668964,2024,126,127,36,"46","0","0","414","9","5","7","5","0","2"
"Gray, Sonny",543243,2024,142,203,39,"71","0","0","499","13","1","13","3","0","1"
"Smyly, Drew",592767,2024,57,56,25,"25","0","3","176","4","0","0","3","10","2"
"Heller, Ben",621294,2024,19,15,6,"15","0","0","36","0","0","0","6","0","0"
"Lively, Ben",594902,2024,139,118,49,"64","0","0","453","13","1","9","5","0","3"
"Bruihl, Justin",677865,2024,9,5,1,"6","0","1","17","0","0","0","1","0","0"
"Ryan, Joe",657746,2024,110,147,23,"54","0","0","405","7","1","13","5","0","0"
"Stratton, Hunter",676702,2024,37,33,7,"15","1","2","113","2","0","0","3","5","0"
"Bassitt, Chris",605135,2024,180,168,70,"79","0","0","513","10","2","12","16","0","1"
"Soto, Gregory",642397,2024,56,65,27,"26","2","2","159","3","1","0","8","11","0"
"Herget, Kevin",643361,2024,6,9,3,"2","1","0","34","0","0","0","0","1","0"
"Veneziano, Anthony",685107,2024,16,14,3,"5","0","0","40","1","0","0","1","1","0"
"Wicks, Jordan",696136,2024,55,42,20,"28","0","0","138","2","0","1","2","0","1"
"Gallegos, Giovanny",606149,2024,24,21,10,"15","1","0","62","2","0","0","0","2","0"
"Spiers, Carson",686730,2024,112,80,27,"55","0","0","272","5","0","2","5","1","0"
"Junis, Jakob",596001,2024,49,51,8,"20","1","1","201","4","0","1","3","0","0"
"Moore, Matt",519043,2024,39,41,26,"27","1","1","145","5","0","0","2","10","1"
"Fedde, Erick",607200,2024,154,154,52,"65","0","0","532","9","1","13","5","0","1"
"Soriano, George",666277,2024,27,29,13,"22","1","3","88","1","0","0","4","2","1"
"Adams, Austin",613534,2024,38,53,23,"18","0","4","124","1","0","0","13","22","0"
"Walker, Josh",677020,2024,13,11,7,"7","0","0","37","0","1","0","0","0","0"
"Sandlin, Nick",680704,2024,46,68,27,"24","1","3","173","8","0","0","6","9","1"
"Hall, DL",669084,2024,48,44,21,"24","0","0","129","1","0","1","4","1","1"
"Bloss Jr., Jake",814005,2024,16,11,3,"9","0","0","35","0","0","0","0","0","0"
"Gordon, Tanner",685299,2024,53,26,6,"33","0","0","103","0","0","1","2","0","0"
"Hicks, Jordan",663855,2024,112,96,47,"50","1","0","329","4","2","3","9","2","0"
"Martinez, Seth",661527,2024,49,36,18,"21","1","0","158","3","2","0","4","3","0"
"Kerkering, Orion",689147,2024,51,74,17,"16","0","2","189","5","0","0","8","14","0"
"Harvey, Hunter",640451,2024,51,55,16,"25","1","3","152","2","0","0","5","28","0"
"Buttó, José",676130,2024,41,79,38,"21","3","3","222","7","1","3","5","4","0"
"Sánchez, Cristopher",650911,2024,182,153,44,"67","0","0","545","11","1","17","0","0","1"
"Cronin, Declan",686539,2024,75,72,26,"34","0","1","211","3","0","0","5","8","0"
"Kilian, Caleb",668873,2024,11,7,6,"5","0","0","32","0","0","0","0","0","0"
"Herrin, Tim",682120,2024,39,68,25,"14","0","2","197","5","1","0","5","16","2"
"Nance, Tommy",667297,2024,18,19,9,"10","0","1","66","0","0","0","1","0","0"
"Bowman, Matt",621199,2024,26,24,13,"15","0","0","92","1","0","0","2","3","0"
"Hernández, Elieser",622694,2024,14,8,5,"11","0","0","47","0","0","1","0","0","0"
"Orze, Eric",679358,2024,3,1,2,"4","0","0","5","0","0","0","1","0","0"
"Alzolay, Adbert",640470,2024,19,13,6,"9","4","5","52","1","0","0","1","1","2"
"Almonte, Yency",622075,2024,9,20,8,"6","1","1","47","1","0","0","2","6","0"
"Cousins, Jake",664776,2024,20,53,20,"10","1","0","114","2","0","0","5","8","2"
"Woo, Bryan",693433,2024,96,101,13,"39","0","0","364","9","0","10","3","0","0"
"Winans, Allan",642216,2024,14,4,4,"13","0","0","23","0","0","0","0","0","0"
"Fulmer, Carson",608334,2024,81,81,40,"40","0","1","260","0","2","2","5","0","2"
"Ginn, J.T.",669372,2024,36,29,9,"16","0","0","102","1","0","1","2","0","0"
"Barnes, Matt",598264,2024,16,10,4,"10","0","0","40","0","1","0","0","0","0"
"Assad, Javier",665871,2024,143,124,63,"61","0","0","441","7","0","6","5","0","1"
"Holmes, Grant",656550,2024,66,70,15,"27","0","1","205","2","0","1","2","1","0"
"Peralta, Luis",678821,2024,7,14,5,"1","0","0","37","0","0","0","2","2","0"
"Parker, Mitchell",680730,2024,154,133,43,"72","0","0","453","7","0","11","2","0","0"
"Hudson, Bryan",663542,2024,28,62,17,"12","0","3","187","6","1","0","3","14","1"
"Domínguez, Seranthony",622554,2024,52,68,21,"29","11","2","176","3","1","0","2","6","0"
"Anderson, Tyler",542881,2024,158,142,73,"76","0","0","538","10","1","12","7","0","0"
"Young, Alex",622065,2024,15,15,7,"5","0","0","47","0","0","0","0","1","0"
"Diekman, Jake",518617,2024,23,40,24,"20","4","3","96","2","0","0","4","8","2"
"Guenther, Sean",674944,2024,9,12,2,"2","0","1","63","3","0","0","2","2","0"
"Burdi, Nick",595897,2024,5,12,9,"2","0","0","29","1","0","0","2","3","0"
"Gómez, Yoendrys",672782,2024,11,10,7,"5","0","0","34","0","0","0","1","0","0"
"Matsui, Yuki",673513,2024,46,69,27,"26","0","4","188","4","0","0","0","9","0"
"Lucas, Easton",687922,2024,17,10,9,"14","0","0","35","1","0","0","1","1","0"
"Winder, Josh",680739,2024,7,10,1,"3","0","0","27","0","0","0","2","0","0"
"Jarvis, Bryce",686826,2024,52,38,33,"21","0","0","178","1","0","0","5","4","0"
"Suter, Brent",608718,2024,63,50,12,"23","2","0","197","1","0","0","3","2","3"
"Alexander Jr., Scott",518397,2024,31,31,15,"11","0","3","116","1","0","0","2","10","0"
"Brown, Ben",676962,2024,41,64,19,"22","0","0","166","1","0","2","1","1","1"
"Rogers, Josh",642028,2024,15,3,3,"8","0","0","33","2","0","0","2","0","0"
"Musgrove, Joe",605397,2024,94,101,23,"43","0","0","299","6","0","10","10","0","2"
"Zulueta, Yosver",691172,2024,15,20,7,"9","0","0","49","0","0","0","1","0","0"
"Teheran, Julio",527054,2024,6,3,2,"4","0","0","8","0","0","0","0","0","0"
"Strzelecki, Peter",657265,2024,11,9,3,"3","0","0","35","0","0","0","1","1","0"
"Soroka, Michael",647336,2024,66,84,44,"42","0","1","239","0","2","1","3","2","1"
"Rodríguez, Randy",678495,2024,47,53,18,"25","0","2","157","3","0","0","3","5","1"
"Sulser, Cole",642121,2024,9,15,9,"5","0","0","49","1","0","0","0","1","1"
"Smith, Drew",622098,2024,18,23,9,"6","2","0","53","1","0","0","0","6","0"
"Brown, Hunter",686613,2024,156,179,60,"66","0","0","510","11","1","19","5","0","0"
"Sale, Chris",519242,2024,141,225,39,"47","0","0","533","18","1","18","8","0","2"
"Gil, Luis",661563,2024,104,171,77,"59","0","0","455","15","2","10","8","0","1"
"Pagán, Emilio",641941,2024,40,44,11,"19","1","1","114","4","1","0","0","7","0"
"Díaz, Jhonathan",646242,2024,14,8,3,"5","0","0","29","0","0","0","0","0","0"
"Imanaga, Shota",684007,2024,149,174,28,"56","0","0","520","15","0","19","3","0","3"
"Bellozo, Valente",678368,2024,69,44,21,"28","0","0","206","3","0","2","2","0","1"
"Clevinger, Mike",605182,2024,22,15,9,"12","0","0","48","0","0","0","0","0","1"
"Civale, Aaron",650644,2024,158,149,52,"78","0","0","483","8","0","8","6","0","1"
"Suárez, Ranger",624133,2024,140,145,41,"58","0","0","452","12","2","11","5","0","2"
"Severino, Luis",622663,2024,166,161,60,"79","0","0","546","11","2","14","11","0","2"
"Kitchen, Austin",685116,2024,16,4,3,"11","0","0","21","0","1","0","0","0","0"
"Gore, MacKenzie",669022,2024,171,181,65,"72","0","0","499","10","0","11","11","0","0"
"Miller, Erik",669062,2024,50,87,38,"29","0","3","202","4","0","0","1","14","2"
"Holman, Grant",680880,2024,17,16,9,"7","0","1","47","1","0","0","1","5","0"
"Harrison, Kyle",690986,2024,125,118,42,"63","0","0","373","7","1","9","7","0","2"
"Fernandez, Ryan",681676,2024,58,71,32,"26","2","3","200","1","0","0","2","12","0"
"Hurter, Brant",676428,2024,34,38,6,"13","0","0","136","6","1","0","0","1","0"
"Leiter Jr., Mark",643410,2024,55,86,22,"29","0","3","174","4","0","0","3","15","0"
"Pop, Zach",647315,2024,45,33,19,"30","1","3","145","2","1","0","2","12","0"
"Rainey, Tanner",663432,2024,47,44,29,"27","0","0","153","0","0","0","4","0","0"
"Feigl, Brady",621399,2024,7,0,0,"6","0","0","5","0","0","0","0","0","0"
"Wentz, Joey",666214,2024,66,73,33,"35","1","0","202","1","2","0","4","2","2"
"Maton III, Phil",664208,2024,47,60,24,"26","3","2","192","3","0","0","9","18","0"
"Garcia, Robert",676395,2024,55,75,16,"28","0","4","179","3","0","0","1","13","0"
"Cobb, Alex",502171,2024,14,10,3,"5","0","0","49","2","0","1","0","0","0"
"Sammons, Bryan",676614,2024,16,18,9,"11","0","0","82","1","0","0","1","0","0"
"Graterol, Brusdar",660813,2024,3,7,1,"2","0","0","22","0","0","0","0","0","0"
"Suarez, José",660761,2024,57,56,27,"35","1","0","157","1","0","0","4","0","2"
"Kopech, Michael",656629,2024,44,88,34,"26","15","5","203","6","2","0","5","9","1"
"Mederos, Victor",682989,2024,7,5,6,"7","0","1","16","0","0","0","0","0","0"
"Davis, Noah",663562,2024,31,15,7,"13","0","0","61","0","0","0","0","1","0"
"Selby, Colin",681882,2024,3,5,4,"2","0","0","21","0","0","0","1","0","0"
"Iglesias, Raisel",628452,2024,38,68,13,"15","34","4","208","6","0","0","3","0","0"
"Ottavino, Adam",493603,2024,49,70,23,"27","1","2","168","2","0","0","7","15","0"
"Sears, JP",676664,2024,172,137,49,"88","0","0","542","11","1","13","14","0","1"
"Little, Luke",681432,2024,15,28,18,"10","0","0","78","3","0","0","4","3","0"
"Hartlieb, Geoff",664129,2024,13,7,4,"9","0","0","27","0","1","0","0","1","0"
"Zeferjahn, Ryan",666171,2024,7,18,6,"4","0","0","51","0","0","0","2","0","0"
"Hartwig, Grant",701643,2024,6,4,4,"5","0","0","20","0","0","0","2","0","0"
"Whitley, Forrest",666215,2024,5,5,3,"0","0","0","10","0","0","0","1","0","0"
"Campbell, Isaiah",663462,2024,14,6,2,"12","0","1","20","0","0","0","0","2","0"
"Tonkin, Michael",543859,2024,70,85,30,"32","2","2","238","4","1","0","8","1","0"
"Iriarte, Jairo",683568,2024,3,6,8,"1","0","0","18","0","0","0","0","0","0"
"Thompson, Ryan",657044,2024,64,52,15,"24","2","7","199","7","0","0","1","24","0"
"Strahm, Matt",621381,2024,36,79,11,"13","3","6","188","6","0","0","6","18","1"
"Villalobos, Eli",681871,2024,3,3,2,"1","0","0","13","0","0","0","0","0","0"
"Soriano, José",667755,2024,91,97,45,"43","0","0","339","6","0","9","9","1","0"
"Sandoval, Patrick",663776,2024,85,81,35,"45","0","0","239","2","2","4","3","0","1"
"Leasure, Jordan",673929,2024,32,26,18,"22","2","4","94","0","0","0","1","9","1"
"Cleavinger, Garrett",664076,2024,52,71,31,"25","6","2","180","7","0","0","7","15","0"
"Pfaadt, Brandon",694297,2024,183,185,42,"95","0","0","545","11","0","13","4","0","0"
"Hader, Josh",623352,2024,43,105,25,"30","34","4","213","8","2","0","1","0","1"
"Jacques, Joe",682175,2024,6,2,1,"3","0","0","9","0","0","0","1","0","0"
"Cannon, Jonathan",686563,2024,125,91,40,"62","1","0","373","5","1","7","4","0","1"
"McDonald, Trevor",686790,2024,0,1,1,"0","0","0","9","0","0","0","0","0","0"
"Dobnak, Randy",677976,2024,11,7,5,"6","0","0","29","0","0","0","0","0","0"
"Hurt, Kyle",669165,2024,8,3,1,"1","0","0","20","0","0","0","0","0","0"
"McDermott, Chayce",694646,2024,5,3,2,"3","0","0","12","0","0","0","0","0","0"
"Estes, Joey",683155,2024,130,92,27,"71","0","0","383","7","0","8","10","1","0"
"Robertson, Nick",687798,2024,15,14,2,"6","0","0","40","0","0","0","0","0","0"
"Lazar, Max",676661,2024,13,9,2,"7","0","0","41","0","0","0","0","0","0"
"Pepiot, Ryan",686752,2024,102,142,48,"52","0","0","390","8","0","9","7","0","0"
"Joyce, Ben",690829,2024,26,33,14,"8","4","0","104","2","0","0","4","8","0"
"Rodón, Carlos",607074,2024,157,195,57,"77","0","0","525","16","2","16","10","0","1"
"Johnson, Pierce",572955,2024,48,67,25,"23","2","4","169","6","0","0","2","12","1"
"Hudson, Dakota",641712,2024,99,49,50,"61","0","0","267","2","0","4","5","0","1"
"Miller, Tyson",668338,2024,39,54,11,"16","1","1","186","5","0","0","5","15","1"
"Leone, Dominic",608678,2024,20,17,14,"14","0","4","57","0","0","0","0","4","1"
"McGough, Scott",543518,2024,34,25,21,"27","0","2","98","1","1","0","1","1","0"
"McMillon, John",669111,2024,7,13,5,"2","0","0","36","2","0","0","0","2","0"
"Leiter, Jack",683004,2024,44,31,17,"35","0","0","107","0","0","0","3","0","0"
"Vanasco, Ricky",676568,2024,3,1,0,"3","0","0","12","1","0","0","0","1","0"
"Cruz, Steven",674444,2024,1,4,0,"0","0","0","17","0","0","0","0","0","0"
"Clase, Emmanuel",661403,2024,39,66,10,"5","47","3","223","4","0","0","2","0","0"
"Megill, Tylor",656731,2024,70,91,32,"35","0","0","234","4","0","3","4","0","2"
"Hoeing, Bryan",663773,2024,43,43,14,"13","0","0","161","2","0","0","0","4","1"
"Brogdon, Connor",641401,2024,5,3,6,"8","0","0","9","0","0","0","0","0","0"
"Hudson, Daniel",543339,2024,46,63,19,"21","10","7","189","6","0","0","1","17","0"
"Manning, Matt",666159,2024,31,23,12,"15","0","0","83","0","0","0","0","0","0"
"Neely, Jack",680891,2024,8,7,2,"6","0","0","18","0","0","0","0","0","0"
"Peralta, Sammy",671111,2024,21,11,7,"8","0","0","45","0","1","0","0","1","0"
"Wrobleski, Justin",680736,2024,34,26,16,"23","1","0","109","1","0","0","1","0","0"
"Logue, Zach",656657,2024,6,4,0,"4","0","0","6","0","0","0","0","0","0"
"Plesac, Zach",668676,2024,12,5,7,"11","0","0","36","1","0","1","0","0","1"
"Reid-Foley, Sean",656887,2024,13,25,14,"4","0","1","65","1","0","0","0","4","0"
"Rodríguez, Yerry",666720,2024,26,17,13,"21","0","0","65","1","0","0","2","0","0"
"Merryweather, Julian",657240,2024,18,14,9,"11","0","1","45","1","0","0","3","2","0"
"Rutledge, Jackson",671131,2024,8,9,2,"3","0","0","25","0","0","0","1","0","0"
"Ginkel, Kevin",656464,2024,69,77,15,"25","5","6","210","8","0","0","3","18","0"
"Walters, Andrew",689958,2024,1,6,5,"0","0","0","26","1","0","0","0","0","0"
"Singer, Brady",663903,2024,175,170,54,"74","0","0","539","9","0","13","10","0","0"
"Tyler, Kyle",667725,2024,37,25,18,"19","0","0","95","0","0","0","1","0","0"
"Lugo, Seth",607625,2024,177,181,48,"69","0","0","620","16","0","22","9","0","0"
"Bibee, Tanner",676440,2024,150,187,44,"67","0","0","521","12","0","12","8","0","4"
"Erceg, Lucas",668674,2024,49,72,16,"23","14","5","185","2","1","0","6","18","0"
"Baumann, Mike",657508,2024,59,58,28,"36","0","3","175","3","0","0","4","9","1"
"López, Reynaldo",625643,2024,108,148,42,"30","0","0","407","8","1","14","2","1","0"
"Thielbar, Caleb",573204,2024,50,53,24,"28","3","0","142","2","0","0","0","10","0"
"Smith, Burch",572143,2024,64,46,12,"31","0","1","169","4","1","0","2","4","0"
"Sauer, Matt",669422,2024,23,9,11,"14","0","0","49","0","0","0","1","0","0"
"Feltner, Ryan",663372,2024,165,138,52,"81","0","0","487","3","0","13","7","0","2"
"Freeland, Kyle",607536,2024,134,85,26,"66","0","0","340","5","0","10","1","0","3"
"Yarbrough, Ryan",642232,2024,70,65,32,"35","1","3","296","5","0","0","12","1","2"
"Floro, Dylan",571670,2024,65,48,17,"29","0","1","206","6","0","0","1","11","0"
"deGrom, Jacob",594798,2024,11,14,1,"2","0","0","32","0","0","0","1","0","0"
"Crochet, Garrett",676979,2024,123,209,33,"58","0","0","438","6","1","11","5","0","0"
"Gasser, Robert",688107,2024,28,16,1,"8","0","0","84","2","0","2","3","0","0"
"Borucki, Ryan",621366,2024,14,13,4,"9","0","1","33","0","0","0","1","3","0"
"Bender, Anthony",669622,2024,50,59,18,"24","1","4","159","5","0","0","4","15","0"
"Black, Mason",696131,2024,46,31,15,"26","0","0","109","1","0","0","3","0","0"
"Henriquez, Ronny",678692,2024,20,15,5,"7","0","1","58","1","0","0","2","2","2"
"Sborz, Josh",622250,2024,16,17,3,"7","0","0","49","2","0","0","0","8","0"
"Hendricks, Kyle",543294,2024,147,87,43,"86","0","0","392","4","0","5","3","0","1"
"Herz, DJ",687792,2024,76,106,36,"41","0","0","266","4","1","2","3","0","0"
"Busenitz, Alan",641427,2024,9,3,0,"6","0","0","12","0","0","0","0","0","0"
"Manaea, Sean",640455,2024,134,184,63,"70","0","0","545","12","0","15","9","0","3"
"Curry, Xzavion",675540,2024,38,28,7,"22","0","0","128","2","0","0","0","1","0"
"Uwasawa, Naoyuki",683822,2024,2,3,2,"1","0","0","12","0","0","0","0","0","0"
"Ureña, José",570632,2024,105,70,39,"46","1","0","327","5","0","3","4","1","0"
"Pérez, Martín",527048,2024,151,107,49,"68","0","0","405","5","1","8","5","0","0"
"Meyer, Max",676974,2024,62,46,19,"36","0","0","171","3","0","3","3","0","0"
"Waldrep, Hurston",694462,2024,9,3,8,"13","0","0","21","0","0","0","1","0","0"
"Waguespack, Jacob",621097,2024,13,11,10,"6","0","0","30","0","0","0","0","0","0"
"Snead, Kirby",669912,2024,12,7,7,"5","0","0","31","0","0","0","0","0","1"
"Sterner, Justin",686993,2024,5,4,1,"1","0","0","12","0","0","0","0","0","0"
"Fleming, Josh",676596,2024,34,17,14,"14","1","1","94","1","0","0","1","1","1"
"García, Yimi",554340,2024,23,49,12,"15","5","2","117","3","0","0","2","13","0"
"Blalock, Bradley",687134,2024,35,20,20,"20","0","0","92","1","0","0","1","0","0"
"Pallante, Andre",669467,2024,110,94,48,"51","0","0","364","8","2","7","2","1","3"
"Warren, Austin",681810,2024,9,7,5,"2","0","0","32","0","0","0","0","0","0"
"Skubal, Tarik",669373,2024,142,228,35,"51","0","0","576","18","0","22","9","0","0"
"Burrows, Mike",681347,2024,2,2,3,"1","0","0","10","1","0","0","0","0","0"
"Means, John",607644,2024,16,16,2,"6","0","0","62","2","0","2","1","0","0"
"Ryan, Ryder",656924,2024,21,17,9,"13","0","0","62","1","0","0","3","3","0"
"Boushley, Caleb",676961,2024,6,1,2,"2","0","0","12","0","0","0","0","0","0"
"Ray, Robbie",592662,2024,20,43,15,"16","0","0","92","3","0","2","6","0","1"
"Beeks, Jalen",656222,2024,77,55,27,"35","10","9","210","7","0","0","3","8","0"
"Castellanos, Humberto",528748,2024,11,7,4,"6","1","0","31","0","0","0","2","0","0"
"Springs, Jeffrey",605488,2024,34,37,11,"12","0","0","99","2","0","1","1","0","0"
"Rodriguez, Grayson",680570,2024,109,130,36,"50","0","0","350","13","0","11","5","0","0"
"Slaten, Justin",686580,2024,47,58,9,"18","2","4","166","6","0","0","2","13","0"
"Coulombe, Danny",543056,2024,15,32,5,"7","1","1","89","1","0","0","0","13","0"
"Maldonado, Anthony",687424,2024,21,11,7,"12","1","1","57","1","0","0","0","0","0"
"Pint, Riley",666207,2024,5,7,5,"8","0","0","10","0","0","0","2","0","0"
"Ferguson, Tyler",621053,2024,32,62,24,"21","2","2","154","4","1","0","2","11","0"
"Ramirez, Nick",598286,2024,18,5,7,"9","0","0","40","0","0","0","0","0","0"
"Romano, Jordan",605447,2024,16,13,4,"10","8","1","41","1","0","0","1","0","0"
"Hamilton, Ian",641656,2024,37,41,14,"16","1","1","113","0","0","0","3","11","0"
"Morejon, Adrian",670970,2024,63,71,21,"20","2","2","191","3","1","0","1","12","0"
"Gillispie, Connor",687362,2024,4,8,5,"2","0","0","24","0","0","0","0","0","1"
"Burnes, Corbin",669203,2024,165,181,48,"63","0","0","583","15","3","22","2","0","2"
"Bickford, Phil",641360,2024,10,6,1,"8","0","0","25","0","0","0","1","0","0"
"Montgomery, Jordan",656756,2024,149,83,44,"81","1","0","351","8","0","6","2","0","3"
"Kirby, George",669923,2024,181,179,23,"75","0","0","573","14","1","20","7","0","0"
"Kuhl, Chad",641771,2024,56,54,25,"30","1","3","160","0","0","0","6","1","0"
"Duarte, Daniel",650960,2024,2,3,1,"1","0","0","12","1","0","0","0","0","0"
"Kelly, Michael",547184,2024,27,22,10,"9","0","0","94","3","0","0","3","4","0"
"Roupp, Landen",694738,2024,43,47,26,"20","0","0","151","1","2","0","1","1","0"
"Andriese, Matt",542882,2024,7,7,1,"4","0","0","18","0","0","0","0","0","0"
"Henriquez, Edgardo",683618,2024,2,5,2,"1","1","0","10","0","0","0","0","0","0"
"McKenzie, Triston",663474,2024,69,74,49,"43","0","0","227","3","0","3","1","0","0"
"Penrod, Zach",683068,2024,3,3,4,"1","0","0","12","0","0","0","1","2","0"
"Effross, Scott",664123,2024,3,2,2,"2","0","0","10","0","0","0","0","0","0"
"Hernandez, Jose E.",669796,2024,5,4,4,"2","1","0","16","1","1","0","0","1","0"
"King, John",667463,2024,58,38,14,"19","0","2","180","3","1","0","1","9","0"
"Poche, Colin",621363,2024,30,33,13,"16","2","2","112","1","0","0","0","20","0"
"Allen, Logan",671106,2024,113,79,41,"62","0","0","292","8","0","5","4","0","0"
"Woodford, Jake",663765,2024,48,26,9,"31","0","0","105","0","0","1","3","0","0"
"Canning, Griffin",656288,2024,174,130,66,"99","0","0","515","6","4","7","6","0","3"
"Varland, Gus",681402,2024,30,27,8,"10","0","1","79","1","0","0","1","0","1"
"Kristofak, Zac",670219,2024,3,2,2,"0","0","0","6","0","0","0","0","0","0"
"Hill, Jaden",677955,2024,8,6,4,"6","0","0","32","0","0","0","2","1","0"
"Peralta, Freddy",642547,2024,143,200,68,"71","0","0","521","11","1","11","10","0","0"
"Ragans, Cole",666142,2024,146,223,67,"65","0","0","559","11","0","21","6","0","1"
"Latz, Jacob",656641,2024,39,40,27,"18","0","3","131","2","0","0","1","9","0"
"Ort, Kaleb",672391,2024,16,26,4,"7","0","0","74","1","0","0","0","3","0"
"Scherzer, Max",453286,2024,40,40,10,"19","0","0","130","2","0","3","1","0","0"
"Richards, Trevor",670950,2024,44,62,35,"33","1","3","196","2","0","0","2","7","0"
"Littell, Zack",641793,2024,164,141,31,"63","0","0","469","8","0","10","5","0","1"
